Cluster	Health	n_cells	CXCR1_mean	CXCR1_pct	CXCR2_mean	CXCR2_pct	IL8_mean	IL8_pct	CXCL1_mean	CXCL1_pct	CXCL5_mean	CXCL5_pct
CD4+ Activated Fos-hi	Healthy	3524	0.0	0.0	0.0	0.0	0.02752073109149933	1.5607264472190692	0.006929329596459866	0.4256526674233825	0.0	0.0
CD4+ Activated Fos-hi	Inflamed	2919	0.0	0.0	0.0	0.0	0.01842987909913063	0.7879410757108599	0.010532442480325699	0.6166495375128468	0.0	0.0
CD4+ Activated Fos-hi	Non-inflamed	3963	0.0	0.0	0.0	0.0	0.018673904240131378	0.984102952308857	0.015861328691244125	0.8579359071410547	0.0003685257106553763	0.025233409033560434
CD4+ Activated Fos-lo	Healthy	3559	0.0	0.0	0.0	0.0	0.013810904696583748	0.7867378477100309	0.003685011062771082	0.19668446192750771	0.0	0.0
CD4+ Activated Fos-lo	Inflamed	2798	0.0	0.0	0.0006122153718024492	0.035739814152966405	0.005173157434910536	0.25017869907076484	0.009027586318552494	0.46461758398856323	0.0	0.0
CD4+ Activated Fos-lo	Non-inflamed	3064	0.0	0.0	0.0	0.0	0.008780250325798988	0.45691906005221933	0.014621302485466003	0.7506527415143603	0.0005011892644688487	0.03263707571801567
CD4+ Memory	Healthy	4993	0.0	0.0	0.0005472332122735679	0.040056078509913884	0.020817629992961884	1.1816543160424595	0.005056642461568117	0.26036451031444025	0.0	0.0
CD4+ Memory	Inflamed	12132	0.0	0.0	0.00041003822116181254	0.02472799208704253	0.006172489374876022	0.2967359050445104	0.011130486615002155	0.5605011539729641	0.0002592243254184723	0.016485328058028353
CD4+ Memory	Non-inflamed	9684	0.00016104168025776744	0.010326311441553078	0.00020722392946481705	0.010326311441553078	0.007500490639358759	0.3614209004543577	0.006714468356221914	0.3201156546881454	0.00017299439059570432	0.010326311441553078
CD4+ PD1+	Healthy	75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD4+ PD1+	Inflamed	294	0.0	0.0	0.0	0.0	0.006330813746899366	0.3401360544217687	0.023700764402747154	1.7006802721088436	0.0	0.0
CD4+ PD1+	Non-inflamed	48	0.0	0.0	0.0	0.0	0.0	0.0	0.03177393972873688	2.083333333333333	0.0	0.0
CD69+ Mast	Healthy	930	0.0	0.0	0.0	0.0	0.07455895841121674	2.3655913978494625	0.011633570306003094	0.43010752688172044	0.0	0.0
CD69+ Mast	Inflamed	2591	0.0	0.0	0.0017804934177547693	0.0771902740254728	0.04541333019733429	1.659590891547665	0.01846274361014366	0.9262832883056734	0.00031905152718536556	0.0385951370127364
CD69+ Mast	Non-inflamed	2133	0.0	0.0	0.0006165081867948174	0.04688232536333802	0.06409384310245514	2.297233942803563	0.01946275681257248	0.7501172058134083	0.0021748740691691637	0.09376465072667604
CD69- Mast	Healthy	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD69- Mast	Inflamed	30	0.0	0.0	0.0	0.0	0.12625472247600555	6.666666666666667	0.0	0.0	0.0	0.0
CD69- Mast	Non-inflamed	53	0.0	0.0	0.0	0.0	0.0	0.0	0.032720036804676056	1.8867924528301887	0.0	0.0
CD8+ IELs	Healthy	1522	0.0	0.0	0.0	0.0	0.003321177326142788	0.19710906701708278	0.0	0.0	0.0	0.0
CD8+ IELs	Inflamed	858	0.00223830109462142	0.11655011655011654	0.006842854432761669	0.34965034965034963	0.002676715375855565	0.11655011655011654	0.011585920117795467	0.6993006993006993	0.0	0.0
CD8+ IELs	Non-inflamed	1196	0.006217009853571653	0.33444816053511706	0.007623343262821436	0.4180602006688963	0.005275739822536707	0.2508361204013378	0.006833313964307308	0.33444816053511706	0.0	0.0
CD8+ IL17+	Healthy	98	0.0	0.0	0.0	0.0	0.0	0.0	0.02521425113081932	1.0204081632653061	0.0	0.0
CD8+ IL17+	Inflamed	247	0.0	0.0	0.0	0.0	0.0	0.0	0.02726396545767784	1.6194331983805668	0.0	0.0
CD8+ IL17+	Non-inflamed	145	0.0	0.0	0.0	0.0	0.0	0.0	0.011431172490119934	0.6896551724137931	0.0	0.0
CD8+ LP	Healthy	3640	0.0	0.0	0.00046714977361261845	0.027472527472527472	0.023294785991311073	1.2362637362637363	0.010090282186865807	0.5494505494505495	0.0	0.0
CD8+ LP	Inflamed	5849	0.004287915304303169	0.2222602154214396	0.006291506811976433	0.3077449136604548	0.009782458655536175	0.4445204308428792	0.0129505330696702	0.6154898273209096	0.0	0.0
CD8+ LP	Non-inflamed	5446	0.00333747873082757	0.1836210062431142	0.004806835204362869	0.2570694087403599	0.009893913753330708	0.4957767168564084	0.013314257375895977	0.6793977230995226	0.0	0.0
Cycling B	Healthy	334	0.0	0.0	0.0	0.0	0.042162250727415085	4.491017964071856	0.008130161091685295	0.8982035928143712	0.0	0.0
Cycling B	Inflamed	1545	0.0	0.0	0.0	0.0	0.005299743264913559	0.7766990291262136	0.0350118950009346	3.4951456310679614	0.0	0.0
Cycling B	Non-inflamed	332	0.0	0.0	0.0	0.0	0.006417002994567156	1.2048192771084338	0.020000847056508064	3.0120481927710845	0.0013830893440172076	0.30120481927710846
Cycling Monocytes	Healthy	191	0.0	0.0	0.0	0.0	1.1494345664978027	48.69109947643979	0.17729373276233673	10.99476439790576	0.0	0.0
Cycling Monocytes	Inflamed	78	0.0	0.0	0.0	0.0	1.0265825986862183	42.30769230769231	0.2701396942138672	16.666666666666664	0.0	0.0
Cycling Monocytes	Non-inflamed	81	0.0	0.0	0.004470005631446838	1.2345679012345678	1.724981665611267	61.72839506172839	0.47591692209243774	25.925925925925924	0.02757827751338482	1.2345679012345678
Cycling T	Healthy	137	0.0	0.0	0.0	0.0	0.005260523408651352	0.7299270072992701	0.0	0.0	0.0	0.0
Cycling T	Inflamed	266	0.0	0.0	0.0	0.0	0.029785336926579475	1.5037593984962405	0.028920216485857964	3.007518796992481	0.0	0.0
Cycling T	Non-inflamed	154	0.0	0.0	0.0	0.0	0.004993710201233625	0.6493506493506493	0.07331936061382294	6.493506493506493	0.0	0.0
DC1	Healthy	134	0.0	0.0	0.0	0.0	0.2946889102458954	15.671641791044777	0.00961410440504551	1.4925373134328357	0.0	0.0
DC1	Inflamed	157	0.0	0.0	0.0	0.0	0.5847609639167786	29.936305732484076	0.017558785155415535	2.547770700636943	0.0	0.0
DC1	Non-inflamed	137	0.0	0.0	0.0	0.0	0.386739581823349	22.62773722627737	0.04268607869744301	4.37956204379562	0.0	0.0
DC2	Healthy	739	0.0	0.0	0.003382791532203555	0.40595399188092013	1.167142391204834	45.46684709066306	0.024251259863376617	2.571041948579161	0.0	0.0
DC2	Inflamed	789	0.0	0.0	0.013633386231958866	1.394169835234474	0.8072291612625122	32.69961977186312	0.019060084596276283	1.9011406844106464	0.001015283283777535	0.12674271229404308
DC2	Non-inflamed	863	0.0	0.0	0.006425889674574137	0.8111239860950173	0.9706520438194275	40.44032444959444	0.025145718827843666	2.4333719582850524	0.0028131192084401846	0.2317497103128621
Follicular	Healthy	3622	0.0	0.0	0.0	0.0	0.02269841358065605	1.4080618442849255	0.006564328912645578	0.41413583655438985	0.0	0.0
Follicular	Inflamed	11800	0.00025742800789885223	0.01694915254237288	0.000127536739455536	0.00847457627118644	0.006928788963705301	0.3559322033898305	0.014813593588769436	0.8728813559322033	0.0002973305236082524	0.025423728813559324
Follicular	Non-inflamed	6046	0.0	0.0	0.0008468061569146812	0.04961958319550116	0.008472724817693233	0.5127356930201786	0.01936480961740017	1.0585511081706915	0.0006349915056489408	0.03307972213033411
GC	Healthy	155	0.0	0.0	0.0	0.0	0.031783103942871094	2.5806451612903225	0.0	0.0	0.0	0.0
GC	Inflamed	680	0.0	0.0	0.0	0.0	0.004312061704695225	0.29411764705882354	0.018132397904992104	1.3235294117647058	0.0	0.0
GC	Non-inflamed	81	0.0	0.0	0.0	0.0	0.0	0.0	0.00940312072634697	1.2345679012345678	0.0	0.0
ILCs	Healthy	153	0.0	0.0	0.0	0.0	0.06810679286718369	3.2679738562091507	0.011272062547504902	0.6535947712418301	0.0	0.0
ILCs	Inflamed	187	0.0	0.0	0.0	0.0	0.21866342425346375	9.090909090909092	0.030879773199558258	2.13903743315508	0.0	0.0
ILCs	Non-inflamed	169	0.0	0.0	0.0	0.0	0.14315737783908844	5.325443786982249	0.0	0.0	0.0	0.0
Inflammatory Monocytes	Healthy	123	0.0	0.0	0.0	0.0	1.0384838581085205	37.39837398373984	0.01289694756269455	0.8130081300813009	0.0	0.0
Inflammatory Monocytes	Inflamed	906	0.0	0.0	0.0	0.0	0.892085075378418	30.353200883002206	0.058383289724588394	2.980132450331126	0.004440879914909601	0.22075055187637968
Inflammatory Monocytes	Non-inflamed	623	0.0	0.0	0.00249377335421741	0.16051364365971107	0.7110651731491089	24.558587479935795	0.07163651287555695	3.210272873194221	0.0035348599776625633	0.16051364365971107
MT-hi	Healthy	226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MT-hi	Inflamed	100	0.0	0.0	0.0	0.0	0.030017370358109474	1.0	0.10843741148710251	4.0	0.0	0.0
MT-hi	Non-inflamed	116	0.0	0.0	0.0	0.0	0.02319234050810337	0.8620689655172413	0.0	0.0	0.0	0.0
Macrophages	Healthy	3585	0.0	0.0	0.0004656629462260753	0.05578800557880056	0.9752312898635864	36.93165969316597	0.16017858684062958	9.539748953974895	0.0	0.0
Macrophages	Inflamed	7162	0.0006430601351894438	0.027925160569673275	0.004744204226881266	0.2513264451270595	0.8553307056427002	28.972354091036024	0.16381226480007172	6.771851438145769	0.008331279270350933	0.3909522479754258
Macrophages	Non-inflamed	5945	0.0	0.0	0.006072706077247858	0.3027754415475189	0.9434045553207397	32.29604709840202	0.22055232524871826	9.638351555929352	0.004043234512209892	0.21867115222876368
NKs	Healthy	446	0.0	0.0	0.0	0.0	0.009847263805568218	0.672645739910314	0.00972488708794117	0.4484304932735426	0.0	0.0
NKs	Inflamed	796	0.02341146394610405	1.0050251256281406	0.04019438102841377	2.0100502512562812	0.0	0.0	0.010601297952234745	0.5025125628140703	0.0	0.0
NKs	Non-inflamed	781	0.03107466548681259	1.6645326504481435	0.06677679717540741	3.713188220230474	0.009113741107285023	0.5121638924455826	0.006975432857871056	0.3841229193341869	0.0	0.0
Plasma	Healthy	22078	0.0	0.0	0.00011505559086799622	0.013588187335809404	0.03679313138127327	4.39351390524504	0.013105757534503937	1.725699791647794	0.0	0.0
Plasma	Inflamed	36530	0.0	0.0	0.0002481590199749917	0.01642485628250753	0.019922837615013123	1.8204215713112508	0.042580217123031616	4.388174103476595	0.0004581997054629028	0.05748699698877635
Plasma	Non-inflamed	24043	0.0	0.0	0.0005330949788913131	0.06654743584411263	0.02104697749018669	2.3873892609075407	0.02976332977414131	3.256665141621262	0.00015121375326998532	0.016636858961028157
Tregs	Healthy	1048	0.0	0.0	0.0	0.0	0.032407719641923904	1.717557251908397	0.005139659158885479	0.2862595419847328	0.0	0.0
Tregs	Inflamed	3116	0.0	0.0	0.0005475945072248578	0.03209242618741977	0.024685736745595932	1.123234916559692	0.02989923767745495	1.7329910141206675	0.0008583808084949851	0.06418485237483953
Tregs	Non-inflamed	2309	0.0	0.0	0.0007976595661602914	0.043308791684711995	0.021963361650705338	0.996102208748376	0.019097184762358665	1.0394110004330879	0.0	0.0
